rank,uri,artist_names,track_name,source,peak_rank,previous_rank,days_on_chart,streams,date
187,spotify:track:4yoc5cUWk4OFvqOcvFvw0o,Anuel AA,Dictadura,"Real Hasta La Muerte, LLC",132,142,5,686860,2021-11-07
188,spotify:track:2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,Hope,"Bad Vibes Forever, LLC",16,-1,213,686148,2021-11-07
189,spotify:track:48Ll1C6qAnP2UjnopQDh4a,"Mc Anjim, Dj Lv Mdp, DJ PH DA SERRA",Bala Love,Mc Anjim,83,-1,49,683913,2021-11-07
190,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,24,-1,236,682853,2021-11-07
191,spotify:track:285pBltuF7vW8TeWk8hdRR,Juice WRLD,Lucid Dreams,Juice WRLD Mixtape / ISR P&D,2,-1,1228,682278,2021-11-07
192,spotify:track:7hxHWCCAIIxFLCzvDgnQHX,"Internet Money, Gunna, Don Toliver, NAV","Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money Records/ TenThousand Projects,2,186,449,681921,2021-11-07
193,spotify:track:1BYZxKSf0aTxp8ZFoeyM3d,girl in red,we fell in love in october,world in red,131,-1,29,676910,2021-11-07
194,spotify:track:1sx0XsWUusUoPstbvokZjP,Tai Verdes,A-O-K,Arista Records,101,198,87,676617,2021-11-07
195,spotify:track:0nrRP2bk19rLc0orkWPQk2,Avicii,Wake Me Up,Universal Music AB,4,185,425,676198,2021-11-07
196,spotify:track:6TBJkXHPhu3EsMk1bshwuI,LeeHi,ONLY,Genie Music Corporation;Stone Music Entertainment,175,-1,12,676059,2021-11-07
197,spotify:track:62vpWI1CHwFy7tMIcSStl8,J. Cole,No Role Modelz,Roc Nation/Columbia,106,-1,162,675733,2021-11-07
198,spotify:track:2SUxn2O9NHL6GHGQFgwCY0,Ed Sheeran,2step,Atlantic Records UK,37,167,10,674213,2021-11-07
199,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Fleetwood Mac,Dreams - 2004 Remaster,Rhino/Warner Records,17,191,379,673911,2021-11-07
200,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Falling,Columbia,18,-1,526,672420,2021-11-07
